vars,repeat_var,disaggregation,rank_1,rank_2,rank_3,percent_1,percent_2,percent_3
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bakouma,,eau,environment,sanitaire,36.8%,23.1%,22.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Boali,,eau,sanitaire,environment,34.6%,25.9%,19.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bamingui,,eau,sanitaire,environment,36.4%,24.1%,22.9%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Baoro,,eau,sanitaire,hygiene,35.7%,25.1%,18.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Mbaiki,,eau,environment,sanitaire,32.0%,24.3%,23.3%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Zangba,,eau,sanitaire,environment,33.7%,27.9%,20.7%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Zemio,,eau,sanitaire,hygiene,37.4%,23.1%,19.5%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Batangafo,,eau,environment,sanitaire,37.5%,25.3%,17.7%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Yaloke,,eau,sanitaire,environment,34.2%,23.6%,20.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bossembele,,eau,sanitaire,hygiene,35.1%,22.6%,19.6%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Carnot,,sanitaire,eau,environment,29.9%,29.7%,20.2%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Gadzi,,eau,sanitaire,environment,38.0%,25.7%,18.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Gamboula,,eau,sanitaire,environment,35.0%,29.2%,21.6%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bambio,,eau,sanitaire,environment,39.5%,27.8%,16.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Boganda,,eau,sanitaire,environment,32.8%,26.0%,25.0%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Kembe,,eau,sanitaire,environment,42.9%,24.1%,23.1%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Satema,,eau,sanitaire,environment,41.4%,26.0%,19.2%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Markounda,,eau,sanitaire,environment,37.3%,24.3%,19.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Mongoumba,,eau,sanitaire,hygiene,33.7%,25.2%,17.4%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Dede_Mokouba,,eau,sanitaire,environment,34.6%,25.2%,20.8%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Sosso_Nakombo,,eau,environment,sanitaire,30.6%,25.2%,21.7%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Nola,,eau,environment,sanitaire,29.2%,24.3%,23.9%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Boganangone,,eau,environment,sanitaire,30.5%,28.9%,23.9%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Boda,,eau,environment,sanitaire,32.4%,27.9%,21.1%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Amada_Gaza,,eau,sanitaire,hygiene,33.3%,24.5%,20.9%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bayanga,,eau,sanitaire,environment,30.8%,25.7%,22.2%
wash_21_wash_inquiet_1 wash_21_wash_inquiet_2 wash_21_wash_inquiet_3,Bogangolo,,eau,sanitaire,environment,39.6%,29.0%,16.0%
